timestamp, measured distance, true distance, distance error
223.8863585696953,37.68708638875546,37.48202159761054,2,-0.20506479114492038
224.56521862579794,21.812787555858062,21.571534697373984,3,-0.24125285848407785
225.27353073692683,33.17440810111032,33.85633310363062,4,0.6819250025202948
226.72214280139724,45.86231187439313,45.96314893555334,1,0.10083706116021318
227.41580388908272,36.94817186165801,36.64867797658,2,-0.29949388507801444
228.09490957360458,21.33731680366596,21.130551614874868,3,-0.20676518879109196
228.8143696907333,34.34149560516693,35.05484525354554,4,0.7133496483786104
230.25249572905804,46.302885490630835,46.47927122747945,1,0.1763857368486157
230.94526884614223,36.094264483858886,35.874132802463265,2,-0.22013168139562111
231.62459927431283,20.961200119569853,20.750036742864406,3,-0.21116337670544638
232.34520665291024,35.55233601287347,36.24896641518427,4,0.6966304023108023
233.78282591683035,46.76852432125228,46.95657466067317,1,0.1880503394208901
234.47472212030388,35.52827260013518,35.099712690736325,2,-0.4285599093988566
235.1543665446974,20.647220054533424,20.432295974008028,3,-0.21492408052539602
235.87604684768584,36.82013925002452,37.539718645487724,4,0.7195793954632066
237.31319283283418,47.4500414674197,47.46674446539183,1,0.016702997972124933
238.00412809898023,34.56946584058495,34.222563153802476,2,-0.34690268678247094
238.68422717705954,20.411573533754748,20.24965361075322,3,-0.1619199230015269
239.40690952917367,38.0351168891437,38.63413184571247,4,0.5990149565687659
240.83353836115526,47.88603484878587,48.01398758094521,1,0.12795273215934344
241.52374429167762,33.905755735739554,33.82081446174952,2,-0.08494127399003304
242.20397233883628,20.02909046335622,19.866417963115023,3,-0.16267250024119662
242.92756256030003,39.062384466871194,39.51431873277798,4,0.451934265906786
244.36384277518613,48.29782543992783,48.29355777190835,1,-0.0042676680194801975
245.03356098652884,33.590552833520775,33.622769747564355,2,0.0322169140435804
245.72393464079605,19.97416131681137,19.829998651587044,3,-0.14416266522432508
246.44770549313105,39.6403915612585,39.53183963466533,4,-0.10855192659316515
248.56339881815052,33.45791323032399,33.17596488800931,2,-0.2819483423146778
249.25416144579992,20.042518150684025,20.45040576421468,3,0.4078876135306544
249.97791287580324,39.73412513366089,39.899967327608906,4,0.16584219394801636
251.41329073594116,47.64694907884351,47.2974436285001,1,-0.34950545034341474
252.09261038592024,32.37923668552308,31.944780697819592,2,-0.43445598770349036
252.78499203752932,21.107872995492947,21.685150637245712,3,0.5772776417527652
253.50833671956616,40.2480856866328,40.60479624143902,4,0.35671055480622016
254.942679699596,46.6721126224274,46.484071638702126,1,-0.18804098372527278
255.62167834212858,31.00119970667367,30.59944316551743,2,-0.4017565411562387
256.3158097514905,22.23256995135657,22.8168372481,3,0.5842672967434304
257.03895018577083,40.904173488945,41.575752508624916,4,0.6715790196799176
258.4622900103776,46.20362465146292,45.9345705031603,1,-0.2690541483026152
259.14071754216053,29.742716764433844,29.2800966467231,2,-0.4626201177107454
259.8365596943138,23.412127645304707,23.87818173242259,3,0.46605408711788243
260.5595478463413,41.98675942554256,42.3461975093396,4,0.3594380837970448
261.98187945717154,45.52555884403852,45.43862374583549,1,-0.08693509820302836
262.6598505702025,28.506888032899155,28.039348668663774,2,-0.4675393642353818
263.357274178399,24.3947788049388,24.886515481754063,3,0.4917366768152647
264.08019578481037,42.761453803287836,43.35963140697709,4,0.5981776036892512
265.50163887471206,45.158124391502525,45.089626843584114,1,-0.06849754791841178
266.1789951896294,27.32348070886955,26.806976089892483,2,-0.5165046189770663
266.87792809210936,25.423881949915007,25.78537984760883,3,0.36149789769382323
267.60089079496004,43.710859935992474,44.2705366177805,4,0.5596766817880265
269.0214276502564,44.85663310197398,44.7248325318405,1,-0.13180057013348545
269.69819774024484,26.05775341791379,25.654549647735,2,-0.4032037701787914
270.39859477866236,26.156929868750964,26.75263099839154,3,0.5957011296405739
271.1215368928406,44.59570459883578,45.20825593873756,4,0.6125513399017777
272.5412341474243,44.576042026640025,44.51660929535844,1,-0.05943273128158211
273.21733773399444,24.924485995653075,24.487512691905742,2,-0.4369733037473331
273.91924362881844,27.200239517974374,27.643131273121035,3,0.4428917551466611
274.6422490929048,45.66364680362059,46.23310728863854,4,0.5694604850179559
276.0611331007007,44.458292633554315,44.41251072901515,1,-0.045781904539161644
276.73661203335354,23.759590608197524,23.39198226731897,2,-0.36760834087855443
277.4398247976102,28.087895776576516,28.4883879348601,3,0.4004921582835834
278.16291573101466,46.61712945098578,47.18042640342104,4,0.5632969524352589
279.58108957052434,44.3812461290943,44.35253907818643,1,-0.028707050907868847
280.25576300647776,22.600174373105133,22.18106169045996,2,-0.4191126826451743
280.960485641816,28.927635759676903,29.481330989031704,3,0.5536952293548012
281.68371917109124,47.70995373414698,48.33035612541591,4,0.6204023912689323
283.10103661547015,44.22113758408354,44.3399872558894,1,0.11884967180585448
283.774912643874,21.48893243728061,21.04426310706938,2,-0.4446693302112301
284.48110458114274,29.8639827744727,30.26849409193143,3,0.4045113174587307
285.2144914724038,48.848279644348125,49.49882272479062,4,0.6505430804424961
286.6212887782866,44.57956916249964,44.748086786479924,1,0.1685176239802857
287.2942113004302,20.40637845455094,20.061549186727756,2,-0.344829267823183
288.0015587432214,30.652559370442535,30.873676082579976,3,0.22111671213744089
288.7353298956104,50.04172311633643,50.603169336156796,4,0.5614462198203682
290.141572665803,44.95629911778302,45.103707060292415,1,0.14740794250939615
290.8137488654901,19.687403925096994,19.659714992937595,2,-0.027688932159399826
291.5217425310186,31.030369106716822,30.952928843262782,3,-0.07744026345404009
292.25554262024883,50.69462205029896,50.67984117738257,4,-0.014780872916389853
293.6616723974069,45.09161284371693,45.212787240637674,1,0.12117439692074328
294.3337290177498,19.72394065465944,19.361349043100226,2,-0.36259161155921404
295.0418743401953,31.06217263115672,31.43178763017555,3,0.3696149990188289
295.7759650096663,50.990206069281754,51.61110146827141,4,0.6208953989896528
297.18175637044834,45.28641029152314,45.3250382992712,1,0.03862800774805919
297.84289515146264,18.67274289914267,18.15668816457298,2,-0.5160547345696891
298.5626111163756,32.07055810288282,32.40048331916308,3,0.32992521628025884
299.29667807126214,52.18361639710541,52.400250831383616,4,0.2166344342782054
300.7017809273819,45.321744445532445,45.396049866670154,1,0.07430542113770855
301.36265782341474,18.102665156159667,18.095904442077554,2,-0.006760714082112429
302.0826429824297,32.41069454276885,32.25449415119227,3,-0.15620039157658283
302.816780891779,52.40838764941636,52.48070642362212,4,0.07231877420575472
304.2219329924154,45.56169803186785,45.4044665183335,1,-0.15723151353434872
304.8828009504525,18.18715472680653,18.4075858792735,2,0.22043115246697198
305.60249120943314,32.195969359588986,32.0549728241262,3,-0.1409965354627829
306.3363213484256,52.16009663140578,51.61940273045476,4,-0.5406939009510197
307.741369026566,44.95874735943594,44.60478367697897,1,-0.3539636824569712
308.40311841652135,18.59958010672956,18.82758822019908,2,0.22800811346951733
309.1224003640054,31.99431856350473,31.891698567963584,3,-0.10261999554114709
309.85571507443075,51.21230546614276,50.78261123749698,4,-0.4296942286457792
311.2610346335834,44.26413395084555,44.266072720881,1,0.0019387700354513981
311.9234275726202,19.154952216160755,19.200327982104376,2,0.04537576594362136
312.64222860015263,31.779737102289005,31.698177266831408,3,-0.08155983545759682
313.3755210813931,50.67339396330495,50.733396555166166,4,0.06000259186121326
314.78116755596886,44.5315429571916,44.48352360299378,1,-0.04801935419781955
315.4434141378075,19.25813831184917,19.010332620726555,2,-0.24780569112261475
316.16229610076687,31.789125791382084,32.018444216894174,3,0.22931842551209058
316.89565258386847,50.735794198229144,50.900564671486464,4,0.1647704732573203
318.3007926686478,44.068447494413654,43.765020150114054,1,-0.3034273442995996
318.9628713581558,18.469279852644604,18.111469684641882,2,-0.3578101680027217
319.6830335514161,32.58012534401932,33.12744775501746,3,0.5473224109981345
320.4159007785281,51.10027920011728,51.26682797424762,4,0.16654877413034086
321.82018619767933,43.16858936323012,42.797540978275634,1,-0.37104838495448433
322.4823077476079,17.6829760931587,17.41400950090962,2,-0.26896659224907893
323.2037625915016,33.65818669265778,34.162976154327005,3,0.5047894616692261
323.9359392155889,51.157975981678675,51.32794595232149,4,0.1699699706428177
325.3394736522634,42.10352450462397,41.838623387190104,1,-0.26490111743386535
326.0018084686676,17.003049223330734,16.683368080284335,2,-0.31968114304639883
326.73452671161783,34.69138070329877,35.22159376065832,3,0.5302130573595534
327.456025698574,51.415045006717264,51.41651835004095,4,0.0014733433236884252
328.8587678378819,41.05416891138949,40.8329014018368,1,-0.22126750955268903
329.52138764612846,16.385264030674804,16.09628038186531,2,-0.288983648809495
330.2552599979777,35.800092708783296,36.301790559132,3,0.5016978503487053
330.97614976343414,51.49134650213804,51.6403324062573,4,0.14898590411925738
332.37811509278606,40.238755480600766,39.87916311536637,1,-0.3595923652343984
333.0409595217263,15.787238053262088,15.576709198998,2,-0.21052885426408885
333.77600012781846,36.74662209051213,37.35980044089425,3,0.613178350382114
334.49624365187645,51.71336364424423,51.7803861542699,4,0.06702251002566584
335.8974250377677,39.090578598516224,38.96535651641712,1,-0.125222082099107
336.560633005261,15.187554599659412,15.057451279972444,2,-0.13010331968696853
337.2967277322949,37.880300472930216,38.38033244368224,3,0.5000319707520262
338.0164193467975,51.93110619649659,52.02206068060209,4,0.09095448410549523
339.4168297843387,38.40987038884293,38.06738877448049,1,-0.3424816143624412
340.0803856148671,14.796017275759937,14.724031866782118,2,-0.07198540897781847
340.81738759100136,38.79429256064211,39.36956614637015,3,0.5752735857280342
341.53657952477863,52.20477507350395,52.2922909292648,4,0.08751585576084864
342.9363031009949,37.532406232427135,37.32659293115517,1,-0.2058133012719665
343.6000436092848,14.337404873907763,14.25518957670508,2,-0.0822152972026835
344.3381221069267,39.979701369208186,40.35789501434552,3,0.3781936451373369
345.05679528306416,52.257001738629725,52.58297791338064,4,0.3259761747509131
346.45572036898784,36.685664477535155,36.55466055723529,1,-0.13100392029986807
347.1197938277249,14.017421228450996,13.829131930199168,2,-0.18828929825182783
347.8588582359907,40.95599232454385,41.46764466690483,3,0.511652342360982
348.57714644053095,52.730080434925405,53.10438578227138,4,0.37430534734597387
349.97528841074813,36.27994327640279,35.886277011292066,1,-0.3936662651107241
